name,BEDS code,district code,district,county code,county,NCES code
IS 158 THEODORE GATHINGS SCHOOL,321200010158,321200,NYC GEOG DIST 12,32,BRONX,
BRONX LITTLE SCHOOL,321200011691,321200,NYC GEOG DIST 12,32,BRONX,
PS 211 ,321200010211,321200,NYC GEOG DIST 12,32,BRONX,
PS 212,321200010212,321200,NYC GEOG DIST 12,32,BRONX,
PERFORMANCE CONSERVATORY HIGH SCHOOL,321200011262,321200,NYC GEOG DIST 12,32,BRONX,
SOUTH BRONX CLASSICAL CHARTER SCHOOL,321200860898,321200,NYC GEOG DIST 12,32,BRONX,3600161
ARTURO A SCHOMBURG SATELLITE ACADEMY BRONX,321200011446,321200,NYC GEOG DIST 12,32,BRONX,
PS 536,321200010536,321200,NYC GEOG DIST 12,32,BRONX,
METROPOLITAN SOUNDVIEW HIGH SCHOOL (THE),321200011521,321200,NYC GEOG DIST 12,32,BRONX,
DEMOCRACY PREP ENDURANCE CHARTER SCHOOL,321200861001,321200,NYC GEOG DIST 12,32,BRONX,3601078
ACORN COMMUNITY HIGH SCHOOL,331300011499,331300,NYC GEOG DIST 13,33,KINGS,
COMMUNITY PARTNERSHIP CHARTER SCHOOL,331300860810,331300,NYC GEOG DIST 13,33,KINGS,3600046
PS 270 JOHANN DEKALB,331300010270,331300,NYC GEOG DIST 13,33,KINGS,
DR SUSAN S MCKINNEY SECONDARY SCHOOL OF THE ARTS,331300010265,331300,NYC GEOG DIST 13,33,KINGS,
BEDFORD ACADEMY HIGH SCHOOL,331300011595,331300,NYC GEOG DIST 13,33,KINGS,
BROOKLYN COMMUNITY ARTS AND MEDIA HIGH SCHOOL (BCAM),331300011412,331300,NYC GEOG DIST 13,33,KINGS,
"CITY POLYTECHNIC HIGH SCHOOL OF ENGINEERING, ARCHITECTURE AND TECHNOLOGY",331300011674,331300,NYC GEOG DIST 13,33,KINGS,
UNITY PREPARATORY CHARTER SCHOOL OF BROOKLYN,331300861056,331300,NYC GEOG DIST 13,33,KINGS,3601094
BENJAMIN BANNEKER ACADEMY ,331300011670,331300,NYC GEOG DIST 13,33,KINGS,
PS 133 WILLIAM A BUTLER,331300010133,331300,NYC GEOG DIST 13,33,KINGS,
URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE (THE),331300011483,331300,NYC GEOG DIST 13,33,KINGS,
COMMUNITY ROOTS CHARTER SCHOOL,331300860893,331300,NYC GEOG DIST 13,33,KINGS,3600159
UNCOMMON BED-STUY WEST CHARTER SCHOOL NYC,331300860901,331300,NYC GEOG DIST 13,33,KINGS,3600172
BEDFORD STUYVESANT PREPARATORY HIGH SCHOOL,331300011575,331300,NYC GEOG DIST 13,33,KINGS,
PS 307 DANIEL HALE WILLIAMS,331300010307,331300,NYC GEOG DIST 13,33,KINGS,
PS 46 EDWARD C BLUM,331300010046,331300,NYC GEOG DIST 13,33,KINGS,
NEW YORK CITY GEOGRAPHIC DISTRICT #13,331300010000,331300,NYC GEOG DIST 13,33,KINGS,3600091
PS 44 MARCUS GARVEY,331300010044,331300,NYC GEOG DIST 13,33,KINGS,
SATELLITE THREE,331300010103,331300,NYC GEOG DIST 13,33,KINGS,
FORT GREEN PREPARATORY ACADEMY,331300010691,331300,NYC GEOG DIST 13,33,KINGS,
BROOKLYN PROSPECT CHARTER SCHOOL - CSD 13.2,331300861079,331300,NYC GEOG DIST 13,33,KINGS,3601134
BROOKLYN LABORATORY CHARTER SCHOOL,331300861063,331300,NYC GEOG DIST 13,33,KINGS,3601111
DESIGN WORKS,331300011963,331300,NYC GEOG DIST 13,33,KINGS,
PS 67 CHARLES A DORSEY,331300010067,331300,NYC GEOG DIST 13,33,KINGS,
PS 56 LEWIS H LATIMER,331300010056,331300,NYC GEOG DIST 13,33,KINGS,
PS 9 SARAH SMITH GARNET SCHOOL (THE),331300010009,331300,NYC GEOG DIST 13,33,KINGS,
PS 282 PARK SLOPE,331300010282,331300,NYC GEOG DIST 13,33,KINGS,
PS 20 CLINTON HILL,331300010020,331300,NYC GEOG DIST 13,33,KINGS,
ACADEMY OF BUSINESS AND COMMUNITY DEVELOPMENT,331300011336,331300,NYC GEOG DIST 13,33,KINGS,
URBAN ASSEMBLY INSTITUTE OF MATH AND SCIENCE FOR YOUNG WOMEN,331300011527,331300,NYC GEOG DIST 13,33,KINGS,
BROOKLYN HIGH SCHOOL FOR LEADERSHIP AND COMMUNITY SERVICE,331300011616,331300,NYC GEOG DIST 13,33,KINGS,
BROOKLYN TECHNICAL HIGH SCHOOL,331300011430,331300,NYC GEOG DIST 13,33,KINGS,
"SCIENCE SKILLS CENTER HIGH SCHOOL FOR SCIENCE, TECHNOLOGY AND THE CREATIVE ARTS",331300011419,331300,NYC GEOG DIST 13,33,KINGS,
PS 54 DETECTIVE RAFAEL RAMOS,331300010054,331300,NYC GEOG DIST 13,33,KINGS,
MS 113 RONALD EDMONDS LEARNING CENTER,331300010113,331300,NYC GEOG DIST 13,33,KINGS,
PS 287 BAILEY K ASHFORD,331300010287,331300,NYC GEOG DIST 13,33,KINGS,
PS 3 BEDFORD VILLAGE (THE),331300010003,331300,NYC GEOG DIST 13,33,KINGS,
MS 571,331300010571,331300,NYC GEOG DIST 13,33,KINGS,
ACADEMY OF ARTS AND LETTERS,331300011492,331300,NYC GEOG DIST 13,33,KINGS,
ACHIEVEMENT FIRST ENDEAVOR CHARTER SCHOOL,331300860902,331300,NYC GEOG DIST 13,33,KINGS,3600170
BROOKLYN EAST COLLEGIATE CHARTER SCHOOL,331300860937,331300,NYC GEOG DIST 13,33,KINGS,3601033
GEORGE WESTINGHOUSE CAREER AND TECHNICAL ED HIGH SCHOOL,331300011605,331300,NYC GEOG DIST 13,33,KINGS,
PS 256 BENJAMIN BANNEKER,331300010256,331300,NYC GEOG DIST 13,33,KINGS,
PS 93 WILLIAM H PRESCOTT,331300010093,331300,NYC GEOG DIST 13,33,KINGS,
JHS 258 DAVID RUGGLES ,331300010258,331300,NYC GEOG DIST 13,33,KINGS,
EMILY WARREN ROEBLING SCHOOL (THE),331300010008,331300,NYC GEOG DIST 13,33,KINGS,
BROOKLYN ACADEMY HIGH SCHOOL,331300011553,331300,NYC GEOG DIST 13,33,KINGS,
GOTHAM PROFESSIONAL ARTS ACADEMY,331300011594,331300,NYC GEOG DIST 13,33,KINGS,
JHS 117 FRANCIS SCOTT KEY ,331300010117,331300,NYC GEOG DIST 13,33,KINGS,
URBAN ASSEMBLY SCHOOL FOR MUSIC AND ART,331300011350,331300,NYC GEOG DIST 13,33,KINGS,
MS 596 PEACE ACADEMY,331300010596,331300,NYC GEOG DIST 13,33,KINGS,
EDMUND W GORDON BROOKLYN LABORATORY CHARTER SCHOOL,331300861110,331300,NYC GEOG DIST 13,33,KINGS,3601186
ALBEE SQUARE MONTESSORI PUBLIC SCHOOL,331300010482,331300,NYC GEOG DIST 13,33,KINGS,
FREEDOM ACADEMY HIGH SCHOOL,331300011509,331300,NYC GEOG DIST 13,33,KINGS,
BROOKLYN INTERNATIONAL HIGH SCHOOL,331300011439,331300,NYC GEOG DIST 13,33,KINGS,
PS 11 PURVIS J BEHAN,331300010011,331300,NYC GEOG DIST 13,33,KINGS,
MS 266 PARK PLACE COMMUNITY MIDDLE SCHOOL,331300010266,331300,NYC GEOG DIST 13,33,KINGS,
PS 305 DR PETER RAY,331300010305,331300,NYC GEOG DIST 13,33,KINGS,
DOCK STREET SCHOOL FOR STEAM STUDIES,331300010313,331300,NYC GEOG DIST 13,33,KINGS,
RESTORATION ACADEMY,331300010301,331300,NYC GEOG DIST 13,33,KINGS,
URBAN ASSEMBLY UNISON SCHOOL (THE),331300010351,331300,NYC GEOG DIST 13,33,KINGS,
COMPASS CHARTER SCHOOL,331300861066,331300,NYC GEOG DIST 13,33,KINGS,3601121
BROOKLYN PROSPECT CHARTER SCHOOL-CSD 13,331300861077,331300,NYC GEOG DIST 13,33,KINGS,3601150
BRIDGES:  A SCHOOL FOR EXPLORATION AND EQUITY,331300010915,331300,NYC GEOG DIST 13,33,KINGS,
JOHN ERICSSON MIDDLE SCHOOL 126,331400010126,331400,NYC GEOG DIST 14,33,KINGS,
PS 59 THE DAWN BEST SCHOOL,331400010059,331400,NYC GEOG DIST 14,33,KINGS,
PS 31 SAMUEL F DUPONT,331400010031,331400,NYC GEOG DIST 14,33,KINGS,
WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESIGN,331400011558,331400,NYC GEOG DIST 14,33,KINGS,
BROOKLYN LATIN SCHOOL (THE),331400011449,331400,NYC GEOG DIST 14,33,KINGS,
FRANCES PERKINS ACADEMY,331400011632,331400,NYC GEOG DIST 14,33,KINGS,
BEGINNING WITH CHILDREN CHARTER SCHOOL II,331400861021,331400,NYC GEOG DIST 14,33,KINGS,3601064
JUAN MOREL CAMPOS SECONDARY SCHOOL,331400011071,331400,NYC GEOG DIST 14,33,KINGS,
PS 84 JOSE DE DIEGO,331400010084,331400,NYC GEOG DIST 14,33,KINGS,
PS 19 ROBERTO CLEMENTE,331400010019,331400,NYC GEOG DIST 14,33,KINGS,
LYONS COMMUNITY SCHOOL,331400011586,331400,NYC GEOG DIST 14,33,KINGS,
YOUNG WOMEN'S LEADERSHIP SCHOOL OF BROOKLYN,331400011614,331400,NYC GEOG DIST 14,33,KINGS,
PS 147 ISSAC REMSEN,331400010147,331400,NYC GEOG DIST 14,33,KINGS,
PS 110 MONITOR (THE),331400010110,331400,NYC GEOG DIST 14,33,KINGS,
PS 34 OLIVER H PERRY,331400010034,331400,NYC GEOG DIST 14,33,KINGS,
BROOKLYN CHARTER SCHOOL (THE),331400860809,331400,NYC GEOG DIST 14,33,KINGS,3600045
PS 380 JOHN WAYNE ELEMENTARY,331400010380,331400,NYC GEOG DIST 14,33,KINGS,
WILLIAMSBURG CHARTER HIGH SCHOOL,331400860865,331400,NYC GEOG DIST 14,33,KINGS,3600115
BROOKLYN PREPARATORY HIGH SCHOOL,331400011488,331400,NYC GEOG DIST 14,33,KINGS,
WILLIAMSBURG PREPARATORY SCHOOL,331400011561,331400,NYC GEOG DIST 14,33,KINGS,
UNCOMMON WILLIAMSBURG CHARTER SCHOOL NYC,331400860885,331400,NYC GEOG DIST 14,33,KINGS,3600145
WILLIAMSBURG HIGH SCHOOL OF ART AND TECHNOLOGY (THE),331400011454,331400,NYC GEOG DIST 14,33,KINGS,
BELIEVE SOUTHSIDE CHARTER HIGH SCHOOL,331400860946,331400,NYC GEOG DIST 14,33,KINGS,3600972
BROOKLYN ARBOR ELEMENTARY SCHOOL,331400010414,331400,NYC GEOG DIST 14,33,KINGS,
EAST WILLIAMSBURG SCHOLARS ACADEMY,331400011477,331400,NYC GEOG DIST 14,33,KINGS,
HARRY VAN ARSDALE HIGH SCHOOL,331400011640,331400,NYC GEOG DIST 14,33,KINGS,
PS/IS 157 BENJAMIN FRANKLIN HEATH AND SCIENCE ACADEMY (THE),331400010157,331400,NYC GEOG DIST 14,33,KINGS,
PS 250 GEORGE H LINDSAY,331400010250,331400,NYC GEOG DIST 14,33,KINGS,
JHS 50 JOHN D WELLS ,331400010050,331400,NYC GEOG DIST 14,33,KINGS,
PS 120 CARLOS TAPIA,331400010120,331400,NYC GEOG DIST 14,33,KINGS,
PS 319,331400010319,331400,NYC GEOG DIST 14,33,KINGS,
ETHICAL COMMUNITY CHARTER SCHOOL (THE),331400860930,331400,NYC GEOG DIST 14,33,KINGS,3600951
SUCCESS ACADEMY CHARTER SCHOOL-WILLIAMSBURG,331400861024,331400,NYC GEOG DIST 14,33,KINGS,3601062
SUCCESS ACADEMY CHARTER SCHOOL - BED STUY 1,331400861007,331400,NYC GEOG DIST 14,33,KINGS,3601054
PS 196 TEN EYCK,331400010196,331400,NYC GEOG DIST 14,33,KINGS,
PS 297 ABRAHAM STOCKTON,331400010297,331400,NYC GEOG DIST 14,33,KINGS,
PS 18 EDWARD BUSH,331400010018,331400,NYC GEOG DIST 14,33,KINGS,
PS 17 HENRY D WOODWORTH,331400010017,331400,NYC GEOG DIST 14,33,KINGS,
PS 23 CARTER G WOODSON,331400010023,331400,NYC GEOG DIST 14,33,KINGS,
CONSELYEA PREPARATORY SCHOOL,331400010577,331400,NYC GEOG DIST 14,33,KINGS,
NORTHSIDE CHARTER HIGH SCHOOL,331400860945,331400,NYC GEOG DIST 14,33,KINGS,3600948
PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS,331400011474,331400,NYC GEOG DIST 14,33,KINGS,
BEGINNING WITH CHILDREN CHARTER SCHOOL,331400860825,331400,NYC GEOG DIST 14,33,KINGS,3600041
NEW YORK CITY GEOGRAPHIC DISTRICT #14,331400010000,331400,NYC GEOG DIST 14,33,KINGS,3600119
SUCCESS ACADEMY CHARTER SCHOOL-BED STUY 2,331400861022,331400,NYC GEOG DIST 14,33,KINGS,3601063
CITIZENS OF THE WORLD CHARTER SCHOOL - WILLIAMSBURG,331400861036,331400,NYC GEOG DIST 14,33,KINGS,3601098
EL PUENTE ACADEMY FOR PEACE AND JUSTICE,331400011685,331400,NYC GEOG DIST 14,33,KINGS,
A-TECH HIGH SCHOOL,331400011610,331400,NYC GEOG DIST 14,33,KINGS,
"HIGH SCHOOL FOR ENTERPRISE, BUSINESS & TECHNOLOGY (THE)",331400011478,331400,NYC GEOG DIST 14,33,KINGS,
PS 257 JOHN F HYLAN,331400010257,331400,NYC GEOG DIST 14,33,KINGS,
IS 318 EUGENIO MARIA DE HOSTOS,331400010318,331400,NYC GEOG DIST 14,33,KINGS,
PS 132 CONSELYEA SCHOOL (THE),331400010132,331400,NYC GEOG DIST 14,33,KINGS,
PS 16 LEONARD DUNKLY,331400010016,331400,NYC GEOG DIST 14,33,KINGS,
JHS 33 MARK HOPKINS ,331400010033,331400,NYC GEOG DIST 14,33,KINGS,
JHS 49 WILLIAM J GAYNOR ,331400010049,331400,NYC GEOG DIST 14,33,KINGS,
MS 582,331400010582,331400,NYC GEOG DIST 14,33,KINGS,
FOUNDATIONS ACADEMY,331400011322,331400,NYC GEOG DIST 14,33,KINGS,
URBAN ASSEMBLY SCHOOL FOR THE URBAN ENVIRONMENT (THE),331400011330,331400,NYC GEOG DIST 14,33,KINGS,
METROPOLITAN CORPORATE ACADEMY HIGH SCHOOL,331500011530,331500,NYC GEOG DIST 15,33,KINGS,
PACIFIC HIGH SCHOOL,331500011520,331500,NYC GEOG DIST 15,33,KINGS,
BROOKLYN NEW SCHOOL-PS 146 (THE),331500010146,331500,NYC GEOG DIST 15,33,KINGS,
PS 130 PARKSIDE (THE),331500010130,331500,NYC GEOG DIST 15,33,KINGS,
PS 169 SUNSET PARK,331500010169,331500,NYC GEOG DIST 15,33,KINGS,
WEST BROOKLYN COMMUNITY HIGH SCHOOL,331500011529,331500,NYC GEOG DIST 15,33,KINGS,
MILLENNIUM BROOKLYN HIGH SCHOOL,331500011684,331500,NYC GEOG DIST 15,33,KINGS,
PS 958,331500010958,331500,NYC GEOG DIST 15,33,KINGS,
BOERUM HILL SCHOOL FOR INTERNATIONAL STUDIES (THE),331500011497,331500,NYC GEOG DIST 15,33,KINGS,
PS 124 SILAS B DUTCHER,331500010124,331500,NYC GEOG DIST 15,33,KINGS,
PS 107 JOHN W KIMBALL,331500010107,331500,NYC GEOG DIST 15,33,KINGS,
SUNSET PARK PREP,331500010821,331500,NYC GEOG DIST 15,33,KINGS,
HELLENIC CLASSICAL CHARTER SCHOOL PARK SLOPE,331500860878,331500,NYC GEOG DIST 15,33,KINGS,3600146
PAVE ACADEMY CHARTER SCHOOL,331500860927,331500,NYC GEOG DIST 15,33,KINGS,3600949
RED HOOK NEIGHBORHOOD SCHOOL,331500010676,331500,NYC GEOG DIST 15,33,KINGS,
GLOBAL INNOVATORS ACADEMY,331500010428,331500,NYC GEOG DIST 15,33,KINGS,
ELIZABETH JENNINGS SCHOOL FOR BOLD EXPLORERS,331500010456,331500,NYC GEOG DIST 15,33,KINGS,
PS 39 HENRY BRISTOW,331500010039,331500,NYC GEOG DIST 15,33,KINGS,
PS 321 WILLIAM PENN,331500010321,331500,NYC GEOG DIST 15,33,KINGS,
MS 51 WILLIAM ALEXANDER,331500010051,331500,NYC GEOG DIST 15,33,KINGS,
PS 94 HENRY LONGFELLOW (THE),331500010094,331500,NYC GEOG DIST 15,33,KINGS,
"MAGNET SCHOOL OF MATH, SCIENCE & DESIGN TECHNOLOGY",331500010010,331500,NYC GEOG DIST 15,33,KINGS,
PS 32 SAMUEL MILLS SPROLE,331500010032,331500,NYC GEOG DIST 15,33,KINGS,
PS 172 BEACON SCHOOL OF EXCELLENCE,331500010172,331500,NYC GEOG DIST 15,33,KINGS,
PS 24,331500010024,331500,NYC GEOG DIST 15,33,KINGS,
JHS 88 PETER ROUGET,331500010088,331500,NYC GEOG DIST 15,33,KINGS,
PARK SLOPE COLLEGIATE,331500011464,331500,NYC GEOG DIST 15,33,KINGS,
KHALIL GIBRAN INTERNATIONAL ACADEMY,331500011592,331500,NYC GEOG DIST 15,33,KINGS,
SUCCESS ACADEMY CHARTER SCHOOL-COBBLE HILL,331500861023,331500,NYC GEOG DIST 15,33,KINGS,3601060
BROOKLYN HIGH SCHOOL OF THE ARTS,331500011656,331500,NYC GEOG DIST 15,33,KINGS,
IS 136 CHARLES O DEWEY,331500010136,331500,NYC GEOG DIST 15,33,KINGS,
WINDSOR TERRACE SCHOOL (THE),331500010154,331500,NYC GEOG DIST 15,33,KINGS,
NEW YORK CITY GEOGRAPHIC DISTRICT #15,331500010000,331500,NYC GEOG DIST 15,33,KINGS,3600092
PS 1 BERGEN (THE),331500010001,331500,NYC GEOG DIST 15,33,KINGS,
PS 261 ZIPPORIAH MILLS,331500010261,331500,NYC GEOG DIST 15,33,KINGS,
SUMMIT ACADEMY CHARTER SCHOOL,331500860953,331500,NYC GEOG DIST 15,33,KINGS,3600998
LEEP DUAL LANGUAGE ACADEMY CHARTER SCHOOL,331500861158,331500,NYC GEOG DIST 15,33,KINGS,3601205
SCHOOL OF CREATIVITY AND INNOVATION (THE),331500010896,331500,NYC GEOG DIST 15,33,KINGS,
PS 230 DORIS L COHEN,331500010230,331500,NYC GEOG DIST 15,33,KINGS,
SOUTH BROOKLYN COMMUNITY HIGH SCHOOL,331500011698,331500,NYC GEOG DIST 15,33,KINGS,
CYBERARTS STUDIO ACADEMY,331500011463,331500,NYC GEOG DIST 15,33,KINGS,
MS 442 CARROLL GARDENS SCHOOL FOR INNOVATION,331500010442,331500,NYC GEOG DIST 15,33,KINGS,
EXPLORATORY SCHOOL (THE),331500010447,331500,NYC GEOG DIST 15,33,KINGS,
SUNSET PARK HIGH SCHOOL,331500011667,331500,NYC GEOG DIST 15,33,KINGS,
MAURICE SENDAK COMMUNITY SCHOOL (THE),331500010118,331500,NYC GEOG DIST 15,33,KINGS,
SUNSET PARK AVENUES ELEMENTARY SCHOOL,331500010516,331500,NYC GEOG DIST 15,33,KINGS,
BROOKLYN RISE CHARTER SCHOOL,331500861156,331500,NYC GEOG DIST 15,33,KINGS,3601204
MS 839,331500010839,331500,NYC GEOG DIST 15,33,KINGS,
COBBLE HILL SCHOOL OF AMERICAN STUDIES,331500011519,331500,NYC GEOG DIST 15,33,KINGS,
JOHN JAY SCHOOL FOR LAW ,331500011462,331500,NYC GEOG DIST 15,33,KINGS,
PS 295,331500010295,331500,NYC GEOG DIST 15,33,KINGS,
BROOKLYN URBAN GARDEN CHARTER SCHOOL,331500861011,331500,NYC GEOG DIST 15,33,KINGS,3601100
BROOKLYN PROSPECT CHARTER SCHOOL - CSD 15.2,331500861162,331500,NYC GEOG DIST 15,33,KINGS,3601206
DIGITAL ARTS AND CINEMA TECHNOLOGY HIGH SCHOOL,331500011429,331500,NYC GEOG DIST 15,33,KINGS,
PS 29 JOHN M HARRIGAN,331500010029,331500,NYC GEOG DIST 15,33,KINGS,
PS 38 PACIFIC (THE),331500010038,331500,NYC GEOG DIST 15,33,KINGS,
PS 131,331500010131,331500,NYC GEOG DIST 15,33,KINGS,
PS 58 CARROLL (THE),331500010058,331500,NYC GEOG DIST 15,33,KINGS,
AGNES Y HUMPHREY SCHOOL FOR LEADERSHIP,331500010027,331500,NYC GEOG DIST 15,33,KINGS,
PS 15 PATRICK F DALY,331500010015,331500,NYC GEOG DIST 15,33,KINGS,
NEW VOICES SCHOOL OF ACADEMIC AND CREATIVE ARTS,331500010443,331500,NYC GEOG DIST 15,33,KINGS,
BROOKLYN COLLABORATIVE STUDIES,331500010448,331500,NYC GEOG DIST 15,33,KINGS,
BROOKLYN FRONTIERS HIGH SCHOOL,331500011423,331500,NYC GEOG DIST 15,33,KINGS,
NEW DAWN CHARTER HIGH SCHOOL,331500861016,331500,NYC GEOG DIST 15,33,KINGS,3601061
NEW YORK CITY GEOGRAPHIC DISTRICT #16,331600010000,331600,NYC GEOG DIST 16,33,KINGS,3600094
PS 28 WARREN PREP ACADEMY (THE),331600010028,331600,NYC GEOG DIST 16,33,KINGS,
PS 308 CLARA CARDWELL,331600010308,331600,NYC GEOG DIST 16,33,KINGS,
WHITELAW REID ACADEMY OF ARTS AND BUSINESS,331600010057,331600,NYC GEOG DIST 16,33,KINGS,
BROOKLYN BROWNSTONE SCHOOL,331600010628,331600,NYC GEOG DIST 16,33,KINGS,
LAUNCH EXPEDITIONARY LEARNING CHARTER SCHOOL,331600861003,331600,NYC GEOG DIST 16,33,KINGS,3601059
ACHIEVEMENT FIRST LEGACY CHARTER SCHOOL,331600861082,331600,NYC GEOG DIST 16,33,KINGS,3601230
PS 335 GRANVILLE T WOODS,331600010335,331600,NYC GEOG DIST 16,33,KINGS,
FREDERICK DOUGLASS ACADEMY IV SECONDARY SCHOOL,331600010393,331600,NYC GEOG DIST 16,33,KINGS,
LA CIMA CHARTER SCHOOL,331600860924,331600,NYC GEOG DIST 16,33,KINGS,3600961
RESEARCH AND SERVICE HIGH SCHOOL,331600011669,331600,NYC GEOG DIST 16,33,KINGS,
BEDFORD STUYVESANT NEW BEGINNINGS CHARTER SCHOOL 2,331600861197,331600,NYC GEOG DIST 16,33,KINGS,3680986
BROOKLYN HIGH SCHOOL FOR LAW AND TECHNOLOGY,331600011498,331600,NYC GEOG DIST 16,33,KINGS,
BOYS AND GIRLS HIGH SCHOOL,331600011455,331600,NYC GEOG DIST 16,33,KINGS,
BRIGHTER CHOICE COMMUNITY SCHOOL,331600010627,331600,NYC GEOG DIST 16,33,KINGS,
BEDFORD STUYVESANT NEW BEGINNINGS CHARTER SCHOOL,331600860971,331600,NYC GEOG DIST 16,33,KINGS,3601029
PS 5 DR RONALD MCNAIR,331600010005,331600,NYC GEOG DIST 16,33,KINGS,
PS 25 EUBIE BLAKE SCHOOL,331600010025,331600,NYC GEOG DIST 16,33,KINGS,
UNCOMMON EXCELLENCE BOYS CHARTER SCHOOL NYC,331600860860,331600,NYC GEOG DIST 16,33,KINGS,3600114
UNCOMMON BED-STUY EAST CHARTER SCHOOL NYC,331600860918,331600,NYC GEOG DIST 16,33,KINGS,3600965
MS 143 PERFORMING & FINE ARTS,331600010143,331600,NYC GEOG DIST 16,33,KINGS,
PS 26 JESSE OWENS,331600010026,331600,NYC GEOG DIST 16,33,KINGS,
MS 35 STEPHEN DECATUR,331600010035,331600,NYC GEOG DIST 16,33,KINGS,
BROOKLYN GREEN SCHOOL (THE),331600010898,331600,NYC GEOG DIST 16,33,KINGS,
PS 81 THADDEUS STEVENS,331600010081,331600,NYC GEOG DIST 16,33,KINGS,
PS 243 WEEKSVILLE SCHOOL (THE),331600010243,331600,NYC GEOG DIST 16,33,KINGS,
MS 584,331600010584,331600,NYC GEOG DIST 16,33,KINGS,
UPPER SCHOOL AT PS 25,331600010534,331600,NYC GEOG DIST 16,33,KINGS,
YOUNG SCHOLARS ACADEMY FOR DISCOVERY AND EXPLORATION,331600010636,331600,NYC GEOG DIST 16,33,KINGS,
UNCOMMON EXCELLENCE GIRLS CHARTER SCHOOL NYC,331600860938,331600,NYC GEOG DIST 16,33,KINGS,3601000
"EMBER CHARTER SCHOOL FOR MINDFUL EDUCATION, INNOVATION AND TRANSFORMATION",331600860975,331600,NYC GEOG DIST 16,33,KINGS,3601048
PS 262 EL HAJJ MALIK EL SHABAZZ ELEMENTARY SCHOOL,331600010262,331600,NYC GEOG DIST 16,33,KINGS,
"MS 267 MATH, SCIENCE & TECHNOLOGY",331600010267,331600,NYC GEOG DIST 16,33,KINGS,
PS 21 CRISPUS ATTUCKS,331600010021,331600,NYC GEOG DIST 16,33,KINGS,
SCHOOL OF BUSINESS FINANCE & ENTREPRENEURSHIP,331600010385,331600,NYC GEOG DIST 16,33,KINGS,
PS 309 GEORGE E WIBECAN PREPARATORY ACADEMY (THE),331600010309,331600,NYC GEOG DIST 16,33,KINGS,
PS 40 GEORGE W CARVER,331600010040,331600,NYC GEOG DIST 16,33,KINGS,
BROOKLYN EXCELSIOR CHARTER SCHOOL,331600860847,331600,NYC GEOG DIST 16,33,KINGS,3600116
BROOKLYN ACADEMY OF GLOBAL FINANCE (THE),331600011688,331600,NYC GEOG DIST 16,33,KINGS,
PS 304 CASIMIR PULASKI SCHOOL,331600010304,331600,NYC GEOG DIST 16,33,KINGS,
MADIBA PREP MIDDLE SCHOOL,331600010681,331600,NYC GEOG DIST 16,33,KINGS,
BROOKLYN EMERGING LEADERS ACADEMY CHARTER SCHOOL,331600861112,331600,NYC GEOG DIST 16,33,KINGS,3601160
NELSON MANDELA HIGH SCHOOL,331600011765,331600,NYC GEOG DIST 16,33,KINGS,
PARKSIDE PREPARATORY ACADEMY,331700010002,331700,NYC GEOG DIST 17,33,KINGS,
PS 289 GEORGE V BROWER,331700010289,331700,NYC GEOG DIST 17,33,KINGS,
PS 375 JACKIE ROBINSON SCHOOL,331700010375,331700,NYC GEOG DIST 17,33,KINGS,
MS 61 DR GLADSTONE H ATWELL,331700010061,331700,NYC GEOG DIST 17,33,KINGS,
INTERNATIONAL ARTS BUSINESS SCHOOL,331700011544,331700,NYC GEOG DIST 17,33,KINGS,
INTERNATIONAL HIGH SCHOOL AT PROSPECT HEIGHTS,331700011524,331700,NYC GEOG DIST 17,33,KINGS,
HIGH SCHOOL FOR SERVICE AND LEARNING AT ERASMUS,331700011539,331700,NYC GEOG DIST 17,33,KINGS,
LEFFERTS GARDENS CHARTER SCHOOL,331700860967,331700,NYC GEOG DIST 17,33,KINGS,3601038
W E B DUBOIS ACADEMIC HIGH SCHOOL,331700011489,331700,NYC GEOG DIST 17,33,KINGS,
PAUL ROBESON HIGH SCHOOL,331700011625,331700,NYC GEOG DIST 17,33,KINGS,
NEW YORK CITY GEOGRAPHIC DISTRICT #17,331700010000,331700,NYC GEOG DIST 17,33,KINGS,3600095
MS 390 MAGGIE L WALKER,331700010390,331700,NYC GEOG DIST 17,33,KINGS,
PS 91 ALBANY AVENUE SCHOOL (THE),331700010091,331700,NYC GEOG DIST 17,33,KINGS,
HIGH SCHOOL FOR PUBLIC SERVICE-HEROES OF TOMORROW,331700011546,331700,NYC GEOG DIST 17,33,KINGS,
EXPLORE EMPOWER CHARTER SCHOOL,331700860950,331700,NYC GEOG DIST 17,33,KINGS,3600994
FAHARI ACADEMY CHARTER SCHOOL,331700860951,331700,NYC GEOG DIST 17,33,KINGS,3600999
PS 138,331700010138,331700,NYC GEOG DIST 17,33,KINGS,
PS 161 CROWN (THE),331700010161,331700,NYC GEOG DIST 17,33,KINGS,
PS 316 ELIJAH STROUD,331700010316,331700,NYC GEOG DIST 17,33,KINGS,
"SCIENCE, TECHNOLOGY & RESEARCH EARLY COLLEGE",331700011543,331700,NYC GEOG DIST 17,33,KINGS,
SCHOOL FOR HUMAN RIGHTS (THE),331700011531,331700,NYC GEOG DIST 17,33,KINGS,
