name,BEDS code,district code,district,county code,county,NCES code
CANDLEWOOD MIDDLE SCHOOL,580405060008,580405,HALF HOLLOW HILLS CSD,58,SUFFOLK,
VANDERBILT ELEMENTARY SCHOOL,580405060011,580405,HALF HOLLOW HILLS CSD,58,SUFFOLK,
HALF HOLLOW HILLS HIGH SCHOOL WEST,580405060016,580405,HALF HOLLOW HILLS CSD,58,SUFFOLK,
PAUMANOK ELEMENTARY SCHOOL,580405060012,580405,HALF HOLLOW HILLS CSD,58,SUFFOLK,
WYANDANCH UFSD - FOREST PARK ELEMENTARY SCHOOL,800000037331,580405,HALF HOLLOW HILLS CSD,58,SUFFOLK,
SIGNAL HILL ELEMENTARY SCHOOL,580405060013,580405,HALF HOLLOW HILLS CSD,58,SUFFOLK,
HALF HOLLOW HILLS HIGH SCHOOL EAST,580405060010,580405,HALF HOLLOW HILLS CSD,58,SUFFOLK,
CHESTNUT HILL ELEMENTARY SCHOOL,580405060015,580405,HALF HOLLOW HILLS CSD,58,SUFFOLK,
BRENTWOOD RESIDENTIAL CENTER,580405977995,580405,HALF HOLLOW HILLS CSD,58,SUFFOLK,
WEST HOLLOW MIDDLE SCHOOL,580405060014,580405,HALF HOLLOW HILLS CSD,58,SUFFOLK,
SUNQUAM ELEMENTARY SCHOOL,580405060003,580405,HALF HOLLOW HILLS CSD,58,SUFFOLK,
SAGAMORE CHILDREN'S PSYCHIATRIC CENTER,580405928180,580405,HALF HOLLOW HILLS CSD,58,SUFFOLK,
HARBORFIELDS HIGH SCHOOL,580406060007,580406,HARBORFIELDS CSD,58,SUFFOLK,
HARBORFIELDS CENTRAL SCHOOL DISTRICT,580406060000,580406,HARBORFIELDS CSD,58,SUFFOLK,3613620
OLDFIELD MIDDLE SCHOOL,580406060005,580406,HARBORFIELDS CSD,58,SUFFOLK,
WASHINGTON DRIVE PRIMARY SCHOOL,580406060001,580406,HARBORFIELDS CSD,58,SUFFOLK,
THOMAS J LAHEY ELEMENTARY SCHOOL,580406060009,580406,HARBORFIELDS CSD,58,SUFFOLK,
COMMACK MIDDLE SCHOOL,580410030019,580410,COMMACK UFSD,58,SUFFOLK,
COMMACK UNION FREE SCHOOL DISTRICT,580410030000,580410,COMMACK UFSD,58,SUFFOLK,3608130
COMMACK HIGH SCHOOL,580410030017,580410,COMMACK UFSD,58,SUFFOLK,
ROLLING HILLS SCHOOL,580410030018,580410,COMMACK UFSD,58,SUFFOLK,
BURR INTERMEDIATE SCHOOL,580410030020,580410,COMMACK UFSD,58,SUFFOLK,
INDIAN HOLLOW SCHOOL,580410030005,580410,COMMACK UFSD,58,SUFFOLK,
SAWMILL INTERMEDIATE SCHOOL,580410030021,580410,COMMACK UFSD,58,SUFFOLK,
NORTH RIDGE SCHOOL,580410030008,580410,COMMACK UFSD,58,SUFFOLK,
WOOD PARK SCHOOL,580410030014,580410,COMMACK UFSD,58,SUFFOLK,
MAPLEWOOD INTERMEDIATE SCHOOL,580413030012,580413,SOUTH HUNTINGTON UFSD,58,SUFFOLK,
BIRCHWOOD INTERMEDIATE SCHOOL,580413030008,580413,SOUTH HUNTINGTON UFSD,58,SUFFOLK,
HENRY L STIMSON MIDDLE SCHOOL,580413030013,580413,SOUTH HUNTINGTON UFSD,58,SUFFOLK,
SOUTH HUNTINGTON UNION FREE SCHOOL DISTRICT,580413030000,580413,SOUTH HUNTINGTON UFSD,58,SUFFOLK,3627300
COUNTRYWOOD PRIMARY CENTER,580413030009,580413,SOUTH HUNTINGTON UFSD,58,SUFFOLK,
OAKWOOD PRIMARY CENTER,580413030003,580413,SOUTH HUNTINGTON UFSD,58,SUFFOLK,
SILAS WOOD 6TH GRADE CENTER,580413030005,580413,SOUTH HUNTINGTON UFSD,58,SUFFOLK,
WALT WHITMAN HIGH SCHOOL,580413030011,580413,SOUTH HUNTINGTON UFSD,58,SUFFOLK,
BAY SHORE SENIOR HIGH SCHOOL,580501030006,580501,BAY SHORE UFSD,58,SUFFOLK,
BAY SHORE UNION FREE SCHOOL DISTRICT,580501030000,580501,BAY SHORE UFSD,58,SUFFOLK,3604080
BAY SHORE MIDDLE SCHOOL,580501030007,580501,BAY SHORE UFSD,58,SUFFOLK,
BAY SHORE PREKINDERGARTEN CENTER,580501030008,580501,BAY SHORE UFSD,58,SUFFOLK,
FIFTH AVENUE SCHOOL,580501030004,580501,BAY SHORE UFSD,58,SUFFOLK,
SOUTH COUNTRY SCHOOL,580501030005,580501,BAY SHORE UFSD,58,SUFFOLK,
MARY G CLARKSON SCHOOL,580501030003,580501,BAY SHORE UFSD,58,SUFFOLK,
BROOK AVENUE ELEMENTARY SCHOOL,580501030001,580501,BAY SHORE UFSD,58,SUFFOLK,
GARDINER MANOR SCHOOL,580501030002,580501,BAY SHORE UFSD,58,SUFFOLK,
ISLIP MIDDLE SCHOOL,580502020004,580502,ISLIP UFSD,58,SUFFOLK,
MAUD S SHERWOOD ELEMENTARY SCHOOL,580502020005,580502,ISLIP UFSD,58,SUFFOLK,
ISLIP HIGH SCHOOL,580502020001,580502,ISLIP UFSD,58,SUFFOLK,
COMMACK ROAD ELEMENTARY SCHOOL,580502020002,580502,ISLIP UFSD,58,SUFFOLK,
ISLIP UNION FREE SCHOOL DISTRICT,580502020000,580502,ISLIP UFSD,58,SUFFOLK,3615540
WING ELEMENTARY SCHOOL,580502020006,580502,ISLIP UFSD,58,SUFFOLK,
CONNETQUOT ELEMENTARY SCHOOL,580503030001,580503,EAST ISLIP UFSD,58,SUFFOLK,
RUTH C KINNEY ELEMENTARY SCHOOL,580503030007,580503,EAST ISLIP UFSD,58,SUFFOLK,
TIMBER POINT ELEMENTARY SCHOOL,580503030004,580503,EAST ISLIP UFSD,58,SUFFOLK,
EAST ISLIP UNION FREE SCHOOL DISTRICT,580503030000,580503,EAST ISLIP UFSD,58,SUFFOLK,3609720
EAST ISLIP HIGH SCHOOL,580503030006,580503,EAST ISLIP UFSD,58,SUFFOLK,
EARLY CHILDHOOD CENTER,580503030009,580503,EAST ISLIP UFSD,58,SUFFOLK,
EAST ISLIP MIDDLE SCHOOL,580503030008,580503,EAST ISLIP UFSD,58,SUFFOLK,
JOHN F KENNEDY ELEMENTARY SCHOOL,580503030003,580503,EAST ISLIP UFSD,58,SUFFOLK,
CHERRY AVENUE ELEMENTARY SCHOOL,580504030001,580504,SAYVILLE UFSD,58,SUFFOLK,
LINCOLN AVENUE ELEMENTARY SCHOOL,580504030006,580504,SAYVILLE UFSD,58,SUFFOLK,
SUNRISE DRIVE ELEMENTARY SCHOOL,580504030003,580504,SAYVILLE UFSD,58,SUFFOLK,
SAYVILLE HIGH SCHOOL,580504030004,580504,SAYVILLE UFSD,58,SUFFOLK,
SAYVILLE MIDDLE SCHOOL,580504030005,580504,SAYVILLE UFSD,58,SUFFOLK,
SAYVILLE UNION FREE SCHOOL DISTRICT,580504030000,580504,SAYVILLE UFSD,58,SUFFOLK,3625920
SYLVAN AVENUE ELEMENTARY SCHOOL,580505020003,580505,BAYPORT-BLUE POINT UFSD,58,SUFFOLK,
JAMES WILSON YOUNG MIDDLE SCHOOL,580505020006,580505,BAYPORT-BLUE POINT UFSD,58,SUFFOLK,
BAYPORT-BLUE POINT HIGH SCHOOL,580505020004,580505,BAYPORT-BLUE POINT UFSD,58,SUFFOLK,
ACADEMY STREET ELEMENTARY SCHOOL,580505020005,580505,BAYPORT-BLUE POINT UFSD,58,SUFFOLK,
BLUE POINT ELEMENTARY SCHOOL,580505020002,580505,BAYPORT-BLUE POINT UFSD,58,SUFFOLK,
BAYPORT-BLUE POINT UNION FREE SCHOOL DISTRICT,580505020000,580505,BAYPORT-BLUE POINT UFSD,58,SUFFOLK,3604110
HAUPPAUGE MIDDLE SCHOOL,580506030005,580506,HAUPPAUGE UFSD,58,SUFFOLK,
BRETTON WOODS ELEMENTARY SCHOOL,580506030004,580506,HAUPPAUGE UFSD,58,SUFFOLK,
HAUPPAUGE HIGH SCHOOL,580506030007,580506,HAUPPAUGE UFSD,58,SUFFOLK,
FOREST BROOK ELEMENTARY SCHOOL,580506030008,580506,HAUPPAUGE UFSD,58,SUFFOLK,
HAUPPAUGE UNION FREE SCHOOL DISTRICT,580506030000,580506,HAUPPAUGE UFSD,58,SUFFOLK,3613980
PINES ELEMENTARY SCHOOL,580506030003,580506,HAUPPAUGE UFSD,58,SUFFOLK,
CONNETQUOT HIGH SCHOOL,580507060006,580507,CONNETQUOT CSD,58,SUFFOLK,
OAKDALE-BOHEMIA MIDDLE SCHOOL,580507060011,580507,CONNETQUOT CSD,58,SUFFOLK,
EDITH L SLOCUM ELEMENTARY SCHOOL,580507060004,580507,CONNETQUOT CSD,58,SUFFOLK,
EDWARD J BOSTI ELEMENTARY SCHOOL,580507060009,580507,CONNETQUOT CSD,58,SUFFOLK,
SYCAMORE AVENUE ELEMENTARY SCHOOL,580507060005,580507,CONNETQUOT CSD,58,SUFFOLK,
HELEN B DUFFIELD ELEMENTARY SCHOOL,580507060002,580507,CONNETQUOT CSD,58,SUFFOLK,
RONKONKOMA MIDDLE SCHOOL,580507060010,580507,CONNETQUOT CSD,58,SUFFOLK,
CONNETQUOT CENTRAL SCHOOL DISTRICT,580507060000,580507,CONNETQUOT CSD,58,SUFFOLK,3608160
CHEROKEE STREET ELEMENTARY SCHOOL,580507060007,580507,CONNETQUOT CSD,58,SUFFOLK,
JOHN PEARL ELEMENTARY SCHOOL,580507060003,580507,CONNETQUOT CSD,58,SUFFOLK,
CONNETQUOT ALTERNATIVE PRESCHOOL AT PREMM,580507060013,580507,CONNETQUOT CSD,58,SUFFOLK,
IDLE HOUR ELEMENTARY SCHOOL,580507060008,580507,CONNETQUOT CSD,58,SUFFOLK,
WEST ISLIP SENIOR HIGH SCHOOL,580509030012,580509,WEST ISLIP UFSD,58,SUFFOLK,
MANETUCK ELEMENTARY SCHOOL,580509030004,580509,WEST ISLIP UFSD,58,SUFFOLK,
BAYVIEW ELEMENTARY SCHOOL,580509030001,580509,WEST ISLIP UFSD,58,SUFFOLK,
UDALL ROAD MIDDLE SCHOOL,580509030011,580509,WEST ISLIP UFSD,58,SUFFOLK,
WESTBROOK ELEMENTARY SCHOOL,580509030009,580509,WEST ISLIP UFSD,58,SUFFOLK,
PAUL E KIRDAHY ELEMENTARY SCHOOL,580509030003,580509,WEST ISLIP UFSD,58,SUFFOLK,
PAUL J BELLEW ELEMENTARY SCHOOL,580509030007,580509,WEST ISLIP UFSD,58,SUFFOLK,
WEST ISLIP UNION FREE SCHOOL DISTRICT,580509030000,580509,WEST ISLIP UFSD,58,SUFFOLK,3630690
BEACH STREET MIDDLE SCHOOL,580509030010,580509,WEST ISLIP UFSD,58,SUFFOLK,
OQUENOCK ELEMENTARY SCHOOL,580509030005,580509,WEST ISLIP UFSD,58,SUFFOLK,
LAUREL PARK ELEMENTARY SCHOOL,580512030004,580512,BRENTWOOD UFSD,58,SUFFOLK,
WEST MIDDLE SCHOOL,580512030015,580512,BRENTWOOD UFSD,58,SUFFOLK,
EAST MIDDLE SCHOOL,580512030020,580512,BRENTWOOD UFSD,58,SUFFOLK,
TWIN PINES ELEMENTARY SCHOOL,580512030013,580512,BRENTWOOD UFSD,58,SUFFOLK,
EAST ELEMENTARY SCHOOL,580512030002,580512,BRENTWOOD UFSD,58,SUFFOLK,
NORTH ELEMENTARY SCHOOL,580512030006,580512,BRENTWOOD UFSD,58,SUFFOLK,
BRENTWOOD UNION FREE SCHOOL DISTRICT,580512030000,580512,BRENTWOOD UFSD,58,SUFFOLK,3605280
NORTHEAST ELEMENTARY SCHOOL,580512030007,580512,BRENTWOOD UFSD,58,SUFFOLK,
SOUTH MIDDLE SCHOOL,580512030021,580512,BRENTWOOD UFSD,58,SUFFOLK,
PINE PARK ELEMENTARY SCHOOL,580512030010,580512,BRENTWOOD UFSD,58,SUFFOLK,
OAK PARK ELEMENTARY SCHOOL,580512030009,580512,BRENTWOOD UFSD,58,SUFFOLK,
BRENTWOOD HIGH SCHOOL FRESHMAN CAMPUS,580512030026,580512,BRENTWOOD UFSD,58,SUFFOLK,
SOUTHWEST ELEMENTARY SCHOOL,580512030001,580512,BRENTWOOD UFSD,58,SUFFOLK,
NORTH MIDDLE SCHOOL,580512030016,580512,BRENTWOOD UFSD,58,SUFFOLK,
LORETTA PARK ELEMENTARY SCHOOL,580512030005,580512,BRENTWOOD UFSD,58,SUFFOLK,
SOUTHEAST ELEMENTARY SCHOOL,580512030012,580512,BRENTWOOD UFSD,58,SUFFOLK,
BRENTWOOD HIGH SCHOOL,580512030018,580512,BRENTWOOD UFSD,58,SUFFOLK,
HEMLOCK ELEMENTARY SCHOOL,580512030003,580512,BRENTWOOD UFSD,58,SUFFOLK,
SOUTH SHORE CHARTER SCHOOL,580513861194,580513,CENTRAL ISLIP UFSD,58,SUFFOLK,3680981
CHARLES A MULLIGAN ELEMENTARY SCHOOL,580513030005,580513,CENTRAL ISLIP UFSD,58,SUFFOLK,
CENTRAL ISLIP SENIOR HIGH SCHOOL,580513030006,580513,CENTRAL ISLIP UFSD,58,SUFFOLK,
ANDREW T MORROW SCHOOL,580513030007,580513,CENTRAL ISLIP UFSD,58,SUFFOLK,
CORDELLO AVENUE ELEMENTARY SCHOOL,580513030001,580513,CENTRAL ISLIP UFSD,58,SUFFOLK,
RALPH REED SCHOOL,580513030008,580513,CENTRAL ISLIP UFSD,58,SUFFOLK,
FRANCIS J O'NEILL SCHOOL,580513030002,580513,CENTRAL ISLIP UFSD,58,SUFFOLK,
ANTHONY ALFANO ELEMENTARY SCHOOL,580513030009,580513,CENTRAL ISLIP UFSD,58,SUFFOLK,
MARGUERITE L MULVEY SCHOOL,580513030003,580513,CENTRAL ISLIP UFSD,58,SUFFOLK,
CENTRAL ISLIP UNION FREE SCHOOL DISTRICT,580513030000,580513,CENTRAL ISLIP UFSD,58,SUFFOLK,3606870
WOODHULL SCHOOL,580514020001,580514,FIRE ISLAND UFSD,58,SUFFOLK,
FIRE ISLAND UNION FREE SCHOOL DISTRICT,580514020000,580514,FIRE ISLAND UFSD,58,SUFFOLK,3621540
MILLER AVENUE SCHOOL,580601040002,580601,SHOREHAM-WADING RIVER CSD,58,SUFFOLK,
BRIARCLIFF SCHOOL,580601040001,580601,SHOREHAM-WADING RIVER CSD,58,SUFFOLK,
WADING RIVER SCHOOL,580601040003,580601,SHOREHAM-WADING RIVER CSD,58,SUFFOLK,
SHOREHAM-WADING RIVER HIGH SCHOOL,580601040005,580601,SHOREHAM-WADING RIVER CSD,58,SUFFOLK,
SHOREHAM-WADING RIVER CENTRAL SCHOOL DISTRICT,580601040000,580601,SHOREHAM-WADING RIVER CSD,58,SUFFOLK,3626840
ALBERT G PRODELL MIDDLE SCHOOL,580601040004,580601,SHOREHAM-WADING RIVER CSD,58,SUFFOLK,
SUFFOLK COUNTY SHERIFFS OFFICE,580602950001,580602,RIVERHEAD CSD,58,SUFFOLK,
RIVERHEAD MIDDLE SCHOOL,580602040006,580602,RIVERHEAD CSD,58,SUFFOLK,
RIVERHEAD CHARTER SCHOOL,580602860032,580602,RIVERHEAD CSD,58,SUFFOLK,3600060
PHILLIPS AVENUE SCHOOL,580602040004,580602,RIVERHEAD CSD,58,SUFFOLK,
PULASKI STREET ELEMENTARY SCHOOL,580602040009,580602,RIVERHEAD CSD,58,SUFFOLK,
ROANOKE AVENUE SCHOOL,580602040002,580602,RIVERHEAD CSD,58,SUFFOLK,
RILEY AVENUE SCHOOL,580602040007,580602,RIVERHEAD CSD,58,SUFFOLK,
AQUEBOGUE ELEMENTARY SCHOOL,580602040003,580602,RIVERHEAD CSD,58,SUFFOLK,
RIVERHEAD SENIOR HIGH SCHOOL,580602040008,580602,RIVERHEAD CSD,58,SUFFOLK,
RIVERHEAD CENTRAL SCHOOL DISTRICT,580602040000,580602,RIVERHEAD CSD,58,SUFFOLK,3624690
LITTLE FLOWER UNION FREE SCHOOL DISTRICT,580603020000,580603,LITTLE FLOWER UFSD,58,SUFFOLK,3617400
LITTLE FLOWER SCHOOL,580603020001,580603,LITTLE FLOWER UFSD,58,SUFFOLK,
SHELTER ISLAND SCHOOL,580701020001,580701,SHELTER ISLAND UFSD,58,SUFFOLK,
SHELTER ISLAND UNION FREE SCHOOL DISTRICT,580701020000,580701,SHELTER ISLAND UFSD,58,SUFFOLK,3626640
SMITHTOWN CENTRAL SCHOOL DISTRICT,580801060000,580801,SMITHTOWN CSD,58,SUFFOLK,3627060
NESAQUAKE MIDDLE SCHOOL,580801060016,580801,SMITHTOWN CSD,58,SUFFOLK,
NESCONSET ELEMENTARY SCHOOL,580801060006,580801,SMITHTOWN CSD,58,SUFFOLK,
SAINT JAMES ELEMENTARY SCHOOL,580801060007,580801,SMITHTOWN CSD,58,SUFFOLK,
SMITHTOWN HIGH SCHOOL-WEST,580801060022,580801,SMITHTOWN CSD,58,SUFFOLK,
BRANCH BROOK ELEMENTARY SCHOOL,580801060015,580801,SMITHTOWN CSD,58,SUFFOLK,
SMITHTOWN ELEMENTARY SCHOOL,580801060008,580801,SMITHTOWN CSD,58,SUFFOLK,
GREAT HOLLOW MIDDLE SCHOOL,580801060024,580801,SMITHTOWN CSD,58,SUFFOLK,
TACKAN ELEMENTARY SCHOOL,580801060018,580801,SMITHTOWN CSD,58,SUFFOLK,
ACCOMPSETT MIDDLE SCHOOL,580801060019,580801,SMITHTOWN CSD,58,SUFFOLK,
DOGWOOD ELEMENTARY SCHOOL,580801060001,580801,SMITHTOWN CSD,58,SUFFOLK,
ACCOMPSETT ELEMENTARY SCHOOL,580801060013,580801,SMITHTOWN CSD,58,SUFFOLK,
SMITHTOWN HIGH SCHOOL EAST,580801060014,580801,SMITHTOWN CSD,58,SUFFOLK,
MOUNT PLEASANT ELEMENTARY SCHOOL,580801060005,580801,SMITHTOWN CSD,58,SUFFOLK,
MILLS POND ELEMENTARY SCHOOL,580801060004,580801,SMITHTOWN CSD,58,SUFFOLK,
WILLIAM T ROGERS MIDDLE SCHOOL,580805060007,580805,KINGS PARK CSD,58,SUFFOLK,
KINGS PARK HIGH SCHOOL,580805060004,580805,KINGS PARK CSD,58,SUFFOLK,
RJ O INTERMEDIATE SCHOOL,580805060001,580805,KINGS PARK CSD,58,SUFFOLK,
KINGS PARK CENTRAL SCHOOL DISTRICT,580805060000,580805,KINGS PARK CSD,58,SUFFOLK,3616260
FORT SALONGA ELEMENTARY SCHOOL,580805060006,580805,KINGS PARK CSD,58,SUFFOLK,
PARKVIEW ELEMENTARY SCHOOL,580805060005,580805,KINGS PARK CSD,58,SUFFOLK,
REMSENBURG-SPEONK ELEMENTARY SCHOOL,580901020001,580901,REMSENBURG-SPEONK UFSD,58,SUFFOLK,
REMSENBURG-SPEONK UNION FREE SCHOOL DISTRICT,580901020000,580901,REMSENBURG-SPEONK UFSD,58,SUFFOLK,3624420
WESTHAMPTON BEACH ELEMENTARY SCHOOL,580902020002,580902,WESTHAMPTON BEACH UFSD,58,SUFFOLK,
WESTHAMPTON BEACH UNION FREE SCHOOL DISTRICT,580902020000,580902,WESTHAMPTON BEACH UFSD,58,SUFFOLK,3631020
WESTHAMPTON BEACH SENIOR HIGH SCHOOL,580902020001,580902,WESTHAMPTON BEACH UFSD,58,SUFFOLK,
WESTHAMPTON MIDDLE SCHOOL,580902020004,580902,WESTHAMPTON BEACH UFSD,58,SUFFOLK,
QUOGUE ELEMENTARY SCHOOL,580903020001,580903,QUOGUE UFSD,58,SUFFOLK,
QUOGUE UNION FREE SCHOOL DISTRICT,580903020000,580903,QUOGUE UFSD,58,SUFFOLK,3624060
HAMPTON BAYS UNION FREE SCHOOL DISTRICT,580905020000,580905,HAMPTON BAYS UFSD,58,SUFFOLK,3613530
HAMPTON BAYS ELEMENTARY SCHOOL,580905020002,580905,HAMPTON BAYS UFSD,58,SUFFOLK,
HAMPTON BAYS MIDDLE SCHOOL,580905020004,580905,HAMPTON BAYS UFSD,58,SUFFOLK,
HAMPTON BAYS HIGH SCHOOL,580905020001,580905,HAMPTON BAYS UFSD,58,SUFFOLK,
SOUTHAMPTON ELEMENTARY SCHOOL,580906030001,580906,SOUTHAMPTON UFSD,58,SUFFOLK,
SOUTHAMPTON UNION FREE SCHOOL DISTRICT,580906030000,580906,SOUTHAMPTON UFSD,58,SUFFOLK,3627540
SOUTHAMPTON HIGH SCHOOL,580906030003,580906,SOUTHAMPTON UFSD,58,SUFFOLK,
SOUTHAMPTON INTERMEDIATE SCHOOL,580906030002,580906,SOUTHAMPTON UFSD,58,SUFFOLK,
BRIDGEHAMPTON UNION FREE SCHOOL DISTRICT,580909020000,580909,BRIDGEHAMPTON UFSD,58,SUFFOLK,3605370
BRIDGEHAMPTON SCHOOL,580909020001,580909,BRIDGEHAMPTON UFSD,58,SUFFOLK,
SAGAPONACK SCHOOL,580910080001,580910,SAGAPONACK COMN SD,58,SUFFOLK,
SAGAPONACK COMMON SCHOOL DISTRICT,580910080000,580910,SAGAPONACK COMN SD,58,SUFFOLK,3625410
SOUTH STREET SCHOOL,580912060003,580912,EASTPORT-SOUTH MANOR CSD,58,SUFFOLK,
EASTPORT-SOUTH MANOR CSD,580912060000,580912,EASTPORT-SOUTH MANOR CSD,58,SUFFOLK,3600125
DAYTON AVENUE SCHOOL,580912060004,580912,EASTPORT-SOUTH MANOR CSD,58,SUFFOLK,
EASTPORT ELEMENTARY SCHOOL,580912060002,580912,EASTPORT-SOUTH MANOR CSD,58,SUFFOLK,
TUTTLE AVENUE SCHOOL,580912060005,580912,EASTPORT-SOUTH MANOR CSD,58,SUFFOLK,
EASTPORT-SOUTH MANOR JUNIOR SENIOR HIGH SCHOOL,580912060001,580912,EASTPORT-SOUTH MANOR CSD,58,SUFFOLK,
TUCKAHOE SCHOOL,580913080001,580913,TUCKAHOE COMN SD,58,SUFFOLK,
TUCKAHOE COMMON SCHOOL DISTRICT,580913080000,580913,TUCKAHOE COMN SD,58,SUFFOLK,3629070
EAST QUOGUE UNION FREE SCHOOL DISTRICT,580917020000,580917,EAST QUOGUE UFSD,58,SUFFOLK,3609900
EAST QUOGUE SCHOOL,580917020001,580917,EAST QUOGUE UFSD,58,SUFFOLK,
OYSTERPONDS UNION FREE SCHOOL DISTRICT,581002020000,581002,OYSTERPONDS UFSD,58,SUFFOLK,3621930
OYSTERPONDS ELEMENTARY SCHOOL,581002020001,581002,OYSTERPONDS UFSD,58,SUFFOLK,
FISHERS ISLAND UNION FREE SCHOOL DISTRICT,581004020000,581004,FISHERS ISLAND UFSD,58,SUFFOLK,3611100
FISHERS ISLAND SCHOOL,581004020001,581004,FISHERS ISLAND UFSD,58,SUFFOLK,
SOUTHOLD JUNIOR-SENIOR HIGH SCHOOL,581005020003,581005,SOUTHOLD UFSD,58,SUFFOLK,
SOUTHOLD ELEMENTARY SCHOOL,581005020002,581005,SOUTHOLD UFSD,58,SUFFOLK,
SOUTHOLD UNION FREE SCHOOL DISTRICT,581005020000,581005,SOUTHOLD UFSD,58,SUFFOLK,3627620
GREENPORT UNION FREE SCHOOL DISTRICT,581010020000,581010,GREENPORT UFSD,58,SUFFOLK,3612840
GREENPORT ELEMENTARY SCHOOL,581010020002,581010,GREENPORT UFSD,58,SUFFOLK,
GREENPORT HIGH SCHOOL,581010020001,581010,GREENPORT UFSD,58,SUFFOLK,
MATTITUCK-CUTCHOGUE ELEMENTARY SCHOOL,581012020002,581012,MATTITUCK-CUTCHOGUE UFSD,58,SUFFOLK,
MATTITUCK-CUTCHOGUE UNION FREE SCHOOL DISTRICT,581012020000,581012,MATTITUCK-CUTCHOGUE UFSD,58,SUFFOLK,3600021
MATTITUCK JUNIOR-SENIOR HIGH SCHOOL,581012020001,581012,MATTITUCK-CUTCHOGUE UFSD,58,SUFFOLK,
NEW SUFFOLK COMMON SCHOOL DISTRICT,581015080000,581015,NEW SUFFOLK COMN SD,58,SUFFOLK,3620520
NEW SUFFOLK SCHOOL,581015080001,581015,NEW SUFFOLK COMN SD,58,SUFFOLK,
EASTERN SUFFOLK BOCES,589100000000,589100,BOCES EASTERN SUFFOLK,58,SUFFOLK,3680820
WESTERN SUFFOLK BOCES,589300000000,589300,BOCES WESTERN SUFFOLK,58,SUFFOLK,3680860
BENJAMIN COSOR ELEMENTARY SCHOOL,590501060003,590501,FALLSBURG CSD,59,SULLIVAN,
FALLSBURG JUNIOR SENIOR HIGH SCHOOL,590501060002,590501,FALLSBURG CSD,59,SULLIVAN,
FALLSBURG CENTRAL SCHOOL DISTRICT,590501060000,590501,FALLSBURG CSD,59,SULLIVAN,3610950
ELDRED JUNIOR-SENIOR HIGH SCHOOL,590801040001,590801,ELDRED CSD,59,SULLIVAN,
GEORGE ROSS MACKENZIE ELEMENTARY SCHOOL,590801040002,590801,ELDRED CSD,59,SULLIVAN,
ELDRED CENTRAL SCHOOL DISTRICT,590801040000,590801,ELDRED CSD,59,SULLIVAN,3610410
LIBERTY MIDDLE SCHOOL,590901060008,590901,LIBERTY CSD,59,SULLIVAN,
LIBERTY MIDDLE SCHOOL,590901060009,590901,LIBERTY CSD,59,SULLIVAN,
LIBERTY CENTRAL SCHOOL DISTRICT,590901060000,590901,LIBERTY CSD,59,SULLIVAN,3617220
LIBERTY ELEMENTARY SCHOOL,590901060005,590901,LIBERTY CSD,59,SULLIVAN,
LIBERTY HIGH SCHOOL,590901060006,590901,LIBERTY CSD,59,SULLIVAN,
TRI-VALLEY CENTRAL SCHOOL DISTRICT,591201040000,591201,TRI-VALLEY CSD,59,SULLIVAN,3628890
TRI-VALLEY ELEMENTARY SCHOOL,591201040002,591201,TRI-VALLEY CSD,59,SULLIVAN,
TRI-VALLEY SECONDARY SCHOOL,591201040003,591201,TRI-VALLEY CSD,59,SULLIVAN,
TRI-VALLEY MIDDLE SCHOOL,591201040004,591201,TRI-VALLEY CSD,59,SULLIVAN,
ROSCOE CENTRAL SCHOOL,591301040001,591301,ROSCOE CSD,59,SULLIVAN,
ROSCOE CENTRAL SCHOOL DISTRICT,591301040000,591301,ROSCOE CSD,59,SULLIVAN,3625020
LIVINGSTON MANOR CENTRAL SCHOOL DISTRICT,591302040000,591302,LIVINGSTON MANOR CSD,59,SULLIVAN,3617580
LIVINGSTON MANOR ELEMENTARY SCHOOL,591302040003,591302,LIVINGSTON MANOR CSD,59,SULLIVAN,
LIVINGSTON MANOR HIGH SCHOOL,591302040004,591302,LIVINGSTON MANOR CSD,59,SULLIVAN,
CORNELIUS DUGGAN SCHOOL,591401060001,591401,MONTICELLO CSD,59,SULLIVAN,
MONTICELLO CENTRAL SCHOOL DISTRICT,591401060000,591401,MONTICELLO CSD,59,SULLIVAN,3619740
ROBERT J KAISER MIDDLE SCHOOL,591401060006,591401,MONTICELLO CSD,59,SULLIVAN,
KENNETH L RUTHERFORD SCHOOL,591401060004,591401,MONTICELLO CSD,59,SULLIVAN,
EMMA C CHASE SCHOOL,591401060002,591401,MONTICELLO CSD,59,SULLIVAN,
MONTICELLO HIGH SCHOOL,591401060005,591401,MONTICELLO CSD,59,SULLIVAN,
GEORGE L COOKE SCHOOL,591401060003,591401,MONTICELLO CSD,59,SULLIVAN,
SULLIVAN WEST HIGH SCHOOL AT LAKE HUNTINGTON,591502040004,591502,SULLIVAN WEST CSD,59,SULLIVAN,
SULLIVAN WEST ELEMENTARY SCHOOL,591502040003,591502,SULLIVAN WEST CSD,59,SULLIVAN,
SULLIVAN WEST CENTRAL SCHOOL DISTRICT,591502040000,591502,SULLIVAN WEST CSD,59,SULLIVAN,3600023
SULLIVAN BOCES,599000000000,599000,BOCES SULLIVAN,59,SULLIVAN,3680880
CHEMUNG ELEMENTARY SCHOOL,600101060001,600101,WAVERLY CSD,7,CHEMUNG,
ELM STREET ELEMENTARY SCHOOL,600101060002,600101,WAVERLY CSD,60,TIOGA,
